conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7b3717e4-e963-44e0-b94f-1088a7242da0,الإعتناء بالنباتات,released,skill/competence,sector-specific,,تحديد الحاجة لأنشطة رعاية النباتات التي تتمثل في زراعة النباتات والأشجار وإجراء الصيانة والري والرش اليدوي أو باستخدام المعدات المناسبة مع مراعاة أنواع النباتات واتباع متطلبات السلامة.,http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,زراعة الأراضي والمحاصيل
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c2c81fe-b5f5-4691-a58d-7fd0a8b6c0e1,منع فقدان الفرن للحرارة,released,skill/competence,occupation-specific,,منع فقدان الفرن للحرارة عن طريق إغلاق باب الفرن بالطوب والطين.,http://data.europa.eu/esco/skill/bdf2aa76-360d-429d-a967-bdb691f241fa,تشغيل الأفران والمصاهر ومعدات التجفيف
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7cefbd03-d544-4184-a9b4-caa1eea2a646,الأثر البيئي للسياحة,released,knowledge,sector-specific,,دراسة التأثير البيئي لأنشطة السفر والسياحة على الوجهات السياحية.,http://data.europa.eu/esco/isced-f/1015,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7d70ed20-1c29-4ce3-bda5-9ba6c957a2d2,أنواع محولات طاقة الأمواج,released,knowledge,sector-specific,,"أنواع مختلفة من الأجهزة التي تستغل قدرة الأمواج، مثل عوامات نقطة الامتصاص، المخففات السطحية، محولات الموجات العارمة المهتزة، الأجهزة المغمورة، أو محولات الضغط التفاضلي المغمورة.
	",http://data.europa.eu/esco/isced-f/0713,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7e420d23-3733-482b-8513-4611f8a70059,إزالة الهياكل الخرسانية,released,skill/competence,sector-specific,,إزالة الهياكل الخرسانية بعد معالجتها معالجةً كاملة. استعادة الخامات إن أمكن، وتنظيفها واتباع الخطوات السليمة لتخزينها بطريقة صحيحة لإعادة استخدامها في وقت لاحق.,http://data.europa.eu/esco/skill/aa95f606-13ec-4242-a6bc-635a1aaa841c | http://data.europa.eu/esco/skill/d9be4ab0-f7d9-4b27-bd01-6cf1d43d1865,وضع نماذج الأسمنت | تركيب المكونات الخرسانية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978,مشاركة الآخرين في التصرفات الرفيقة بالبيئة,released,skill/competence,transversal,,"التوعية وتشجيع السلوكيات الرفيقة بالبيئة من خلال شبكات التواصل الاجتماعي وفي العمل.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,تطبيق المهارات والخبرات الخاصة بالبيئة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f4d1dee-bc5a-495a-926b-17b383b8d8fd,معايير المباني الخضراء,released,knowledge,sector-specific,,"الإرشادات بشأن كيفية تصميم وبناء المباني المستدامة. وتتبع معيار التخفيف من الأثر البيئي للمباني مع تعزيز الممارسات الخضراء بين شاغليها.
	",http://data.europa.eu/esco/isced-f/0732,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7feca0cc-f0b3-470d-ba03-48c0f7cff286,تعليم السياحة المستدامة,released,skill/competence,sector-specific,,"تطوير المناهج التعليمية الموارد للأفراد أو المجتمعات الموجهة، من أجل تقديم المعلومات حول السياحة المستدامة وتأثير تفاعل الإنسان على البيئة، والثقافة المحلية والتراث الطبيعي. تعليم المسافرين التأثير الإيجابي وزيادة الوعي بالمشاكل المتعلقة بالبيئة.
   ",http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,التوجيه والإشراف
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ff9cce1-6518-48db-8f59-2beb81508fb2,تقديم معلومات بشأن توربينات الرياح,released,skill/competence,sector-specific,,تزويد المؤسسات والأفراد الباحثين عن طرق بديلة للطاقة بالمعلومات المتعلقة بالتكلفة، والفوائد، والجوانب السلبية لتركيب واستخدام توربينات الرياح، في كلٍ من المناطق السكنية والعامة، وما يجب على المرء أن يأخذه في اعتباره عند النظر في تطبيق تكنولوجيا توربينات الرياح.,http://data.europa.eu/esco/skill/d54970ba-d9f2-41ec-a852-bbd1e5796823 | http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,توفير المعلومات للجمهور والعملاء | تقديم المعلومات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8029637c-00eb-4764-ae88-387611176c4b,تحليل الاحتياجات اللوجستية,released,skill/competence,sector-specific,,تحليل الاحتياجات اللوجستية لجميع الإدارات المختلفة على المستوى التنظيمي.,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,التفكير الناقد | تحليل العمليات التجارية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8034a1ea-5ee0-4a84-8fd3-16411c8d86fb,زراعة الأحراج,released,knowledge,sector-specific,,"تطبيق أنظمة إدارة الأراضي وتكنولوجياتها التي تتضمن الأشجار والأصناف الخشبية المستدامة بواسطة طرق الفلاحة التقليدية للأراضي الزراعية من أجل استمرار الإنتاج الزراعي بجانب حماية البيئة الطبيعية.
	",http://data.europa.eu/esco/isced-f/0821,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/811f3583-3956-477e-b4c8-e8c53eb44cc3,التكنولوجيا البدائية,released,knowledge,occupation-specific,,تكنولوجيا تم إنتاجها أو تصميمها من عناصر طبيعية تساعد في بقاء الحياة البرية، مثل الحرف اليدوية وأدوات البقاء على قيد الحياة والأسلحة.,http://data.europa.eu/esco/isced-f/0214,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/81af8698-9873-4b3d-b6d2-8eb275bf170b,التهديدات البيئية,released,knowledge,sector-specific,,تهديدات البيئة ذات الصلة بالمخاطر البيولوجية والكيميائية والنووية والإشعاعية والمادية.,http://data.europa.eu/esco/isced-f/0521,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82423b5c-486f-42e7-b00e-7358757a8de5,اختبار عينات الملوثات,released,skill/competence,sector-specific,,قياس تركيزات الملوثات داخل العينات. حساب درجة تلوث الهواء أو تدفق الغاز الناتج عن العمليات الصناعية. تحديد المخاطر المحتملة في مجال السلامة أو الصحة مثل الإشعاع.,http://data.europa.eu/esco/skill/5aec5b83-df71-483e-90b9-21e56a0a3cb2 | http://data.europa.eu/esco/skill/b5a1fc87-c9f2-41f4-a1ae-28e023715592 | http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763,قياس مدى التلوث | اختبار العينات | اختبار وتحليل المواد
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8248a071-5307-4a64-a62d-643a35ec31e2,أنواع الألواح الكهروضوئية,released,knowledge,cross-sector,,أنواع الخلايا والألواح الكهروضوئية المختلفة، ذات الكفاءات المختلفة في مختلف أنواع الطقس والتكاليف وقوة التحمل والتقييمات العمرية والإمكانيات التركيبية.,http://data.europa.eu/esco/isced-f/0713,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c,أنظمة الإضاءة الصناعية,released,knowledge,sector-specific,,"أنواع من الإضاءة الصناعية مقترنة باستهلاكها للقدرة. إضاءة الفلورسنت عالية التردد، إضاءة بالدايود، ضوء نهاري طبيعي وأنظمة التحكم المبرمجة التي تسمح بالاستخدام الفعال للطاقة.
	",http://data.europa.eu/esco/isced-f/0713,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82b14cde-76e7-4d4b-b564-c45c014f3ce4,لوائح إزالة المخلفات,released,knowledge,sector-specific,,"اللوائح والاتفاقيات القانونية التي تحكم أداء أنشطة إزالة النفايات.
	",http://data.europa.eu/esco/isced-f/1021,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82ea1455-ff29-43c8-8074-685fa2653144,المحافظة على سجلات تجميع المخلفات,released,skill/competence,sector-specific,,الاحتفاظ بسجلات جمع النفايات وتنظيم أنواع وأحجام النفايات التي تم جمعها.,http://data.europa.eu/esco/skill/7837ef5c-2c81-4a89-8227-b4d4f1f7331e | http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,الإحتفاظ بالسجلات المهنية | الاحتفاظ بالسجلات التشغيلية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82fea746-853f-4f1b-8ab7-55de8619cccd,التصنيع بدون تخزين,released,knowledge,cross-sector,,"التصنيع بدون تخزين هو طريقة تركز على تقليل الفاقد في أنظمة التصنيع وفي نفس الوقت رفع الإنتاجية لأعلى مستوياتها.
	",http://data.europa.eu/esco/isced-f/0413,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8318ca1f-117e-4a21-a07a-5d7515a21035,تقديم التدريب على تنمية السياحة المستدامة والإدارة,released,skill/competence,sector-specific,,"تقديم التدريب وبناء القدرة للعاملين في صناعة السياحة لتوعيتهم على أفضل الممارسات في تطوير وإدارة الأماكن السياحية والرحلات المتكاملة، وفي نفس الوقت ضمان أقل تأثير على البيئة والمجتمعات المحلية والمحافظة الصارمة على المحميات وأنواع النباتات والحيوانات.
   ",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488 | http://data.europa.eu/esco/skill/2cb27e30-2be7-4a09-9502-fdd2102c046b,التدريب على الإجراءات التشغيلية | تولي التدريب على المسائل البيئية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,كفاءة الطاقة,released,knowledge,sector-specific,,مجال المعلومات ذات الصلة بالحد من استخدام الطاقة. يشمل حساب استهلاك الطاقة وتوفير الشهادات وتدابير الدعم وتوفير الطاقة عن طريق خفض الطلب وتشجيع الاستخدام الفعال للوقود الحفري وتشجيع استخدام الطاقة المتجددة.,http://data.europa.eu/esco/isced-f/0713,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8570573a-937b-406a-b4b2-1def0387d0d1,إجراء صيانة أنظمة الطاقة الشمسية المركزة,released,skill/competence,sector-specific,,إجراء الصيانة الدورية والإصلاحات للأنظمة التي تستخدم المواد العاكسة مثل العدسات والمرايا وأنظمة التتبع لتركيز ضوء الشمس في شعاع يُشغل محطة طاقة كهربائية عن طريق التوليد الحراري.,http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,صيانة المعدات الكهربائية والإلكترونية والدقيقة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85947873-e99a-4b08-a4e3-743942710fea,إدارة مشروعات الثروة السمكية,released,skill/competence,sector-specific,,التشاور مع المقاولين من القطاعين الحكومي والخاص في المشروعات الخاصة بمصايد الأسماك مثل الجهود الإصلاحية. تجاوز الخطط المقترحة وتوفير الخبرات. إعداد طلبات للحصول على منح برامج مصايد الأسماك. تقديم المساعدة الفنية لمشاريع المصايد المدنية. دراسة تأثير التغيرات البيئية على المياه. حل المشكلات التي يعاني منها الجمهور. إعداد توجيهات لتحديد مشكلات مصايد الأسماك ووضع حلول لها.,http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca | http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,قيادة المشاريع والإشراف عليها وتنسيقها | إدارة قسم المشاريع
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85f73cdf-fb6f-434d-8fff-fcd723834a90,عمل إجراء المعالجات البيئية,released,skill/competence,sector-specific,,تنفيذ الأنشطة التي تضمن إزالة مصادر التلوث والتلويث من البيئة بما يتوافق مع لوائح المعالجة البيئية.,http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c | http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,تبني سبل تقليل التلوث | التأكد من الامتثال للتشريعات البيئية | الالتزام بقوانين ومعايير حماية البيئة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8604cb5f-9e1f-427c-ba23-3c4a6853fe95,تصميم أنظمة تجميع طاقة الرياح,released,skill/competence,sector-specific,,تصميم الأنظمة التي تربط توربينات الرياح الفردية بمحطة توليد طاقة الرياح وتجمع الطاقة وتنقلها إلى المحطة فرعية، الأمر الذي يسمح بنقل الطاقة الكهربائية المولدة، مع ضمان ربط النظام للتوربينات بعضها ببعض وبالمحطة الفرعية على نحو آمن وفعال.,http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,تصميم المواد أو الأنظمة أو المنتجات الصناعية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8614b988-b907-473e-a701-47b525959dc8,تقديم المشورة بشأن كفاءة الطاقة لأنظمة التدفئة,released,skill/competence,cross-sector,,تقديم المعلومات والمشورة للعملاء عن كيفية الحفاظ على نظام تدفئة فعال وموفر للطاقة في منازلهم أو مكاتبهم والبدائل الممكنة.,http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/8bc75dce-beba-40f9-93fc-66c9708ed74b | http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c,نصح الآخرين | تقديم المشورة بشأن تحسينات الكفاءة | تقديم المشورة بشأن المنتجات والخدمات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/862920c8-f2d0-4058-8fb8-9f06fbfc2446,تطوير برامج إعادة التدوير,released,skill/competence,sector-specific,,تطوير وتنسيق برامج إعادة التدوير؛ وجمع المواد القابلة للتدوير ومعالجتها من أجل تقليل النفايات.,http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,تطوير السياسات والإجراءات التشغيلية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86df7af2-f9f3-4c06-a500-7f1fba9e78fe,إتباع إجراءات الصحة والسلامة في مواقع البناء,released,skill/competence,cross-sector,,تطبيق إجراءات الصحة والسلامة ذات الصلة بمواقع البناء من أجل منع وقوع الحوادث، والتلوث، والمخاطر الأخرى.,http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,الالتزام بإجراءات الصحة والسلامة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86f0bb12-6491-4be7-8306-c88900e91a63,السندات الخضراء,released,knowledge,sector-specific,,"الأدوات المالية المتبادلة في الأسواق المالية التي تهدف تنمية رأس المال للمشاريع التي تعود بفوائد خاصة على البيئة.
	",http://data.europa.eu/esco/isced-f/0412,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/885808f7-f42b-406e-95f2-28efcd45ddda,ادارة الطاقة في المرافق,released,skill/competence,cross-sector,,المساهمة في تطوير الإستراتيجيات الفعالة لإدارة الطاقة والتأكد من استدامتها للمباني. مراجعة المباني والمنشآت لتحديد مكان إجراء تحسينات كفاءة الطاقة.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,تبني سبل تخفيف وطأة الاستهلاك السلبية | تصميم الهياكل أو المرافق
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88de7361-2054-4402-8e1a-a6feb61d8ba9,إجراء دراسات بيئية للمطار,released,skill/competence,sector-specific,,إعداد وتجهيز الدراسات البيئية ووضع نماذج جودة الهواء والدراسات التخطيطية لاستخدام الأرض.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,تنفيذ البحوث الأكاديمية أو أبحاث السوق
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89a94a26-29d4-4cd7-9e9d-faebc300c1b1,السيطرة على تآكل التربة,released,skill/competence,sector-specific,,إدارة عمليات ومشاريع السيطرة على تآكل التربة. التخطيط لإجراءات مراقبة التآكل للسيطرة علية أو منعه وتجنب تلوث المياه وفقدان التربة.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,الالتزام بقوانين ومعايير حماية البيئة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89f5fa96-ae45-4906-902c-d50ca51009c6,تحديد فرص جديدة لإعادة التدوير,released,skill/competence,cross-sector,,بحث الأفكار والفرص السانحة لتحسين جمع مواد النفايات ومعالجتها وإعادة تدويرها.,http://data.europa.eu/esco/skill/22c45bf7-e52b-475f-847b-c32a87f65a5d | http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e | http://data.europa.eu/esco/skill/cbe1b24e-00f3-4b17-94e9-1fcd34a11c3e,الاقتصاد الدائري | التعبير عن روح المبادرة التجارية | تحديد الفرص
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8abdc43c-2bfd-417c-97c2-27fcdaf53171,نشر الوعي البيئي,released,skill/competence,cross-sector,,"تشجيع الاستدامة ونشر الوعي حول تأثير النشاط الصناعي والبشري على البيئة استنادا إلى بصمة الكربون للعمليات الصناعية والممارسات الأخرى.
    ",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,تبني سبل تخفيف وطأة الاستهلاك السلبية | تقديم المشورة بشأن القضايا البيئية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8b46636e-e201-4086-a8d5-049b65eaf40e,تقديم المشورة بشأن استخدام الأراضي,released,skill/competence,cross-sector,,ترشيح أفضل الطرق لاستخدام الأراضي والمصادر. تقديم المشورة بشأن مواقع الطّرق، والمدارس، والحدائق وغيرها.,http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/414332e4-8347-4771-b947-65bd3801a620 | http://data.europa.eu/esco/skill/b036eb5c-6a48-45b9-b2c6-f42f9e336204,نصح الآخرين | استخدام التقنيات الاستشارية | تقديم المشورة بشأن المسائل التجارية أو التشغيلية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bcf4ef0-edda-4f6a-a1ce-7defb1d324d6,القيام بإجراءات معالجة المياه,released,skill/competence,sector-specific,,إجراء عمليّات مثل الترشيح، والتعقيم، وإزالة الكلور من أجل تنقية الماء للاستهلاك وإنتاج الغذاء باستخدام إجراءات وتقنيات مختلفة مثل الترشيح الجزئي، أو التناضح العكسي، أو المعالجة بالأوزون، أو تنقية الكربون، أو الأشعة فوق البنفسجية (UV).,http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,تشغيل أنظمة أو معدات معالجة البترول أو الكيماويات أو المياه
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bdd25f8-4b6e-40fe-a2cf-c1badc594114,علم طبقات الأرض,released,knowledge,cross-sector,,الأرض الصلبة وأنواع الصخور والبنى والعمليات التي تؤدي إلى تغييرها.,http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba | http://data.europa.eu/esco/isced-f/0532,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8be4540d-db79-4213-8820-bda0d3fb74a7,الزراعة الهوائية,released,knowledge,sector-specific,,"هي زراعة النباتات بدون استخدام وسيط عام مثل التربة. تُعرض جذور النباتات مباشرة في الهواء المحيط أو تُرطًب برذاذ أو تروى بمحاليل مغذية.
   ",http://data.europa.eu/esco/isced-f/0812,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c609e7c-5002-41a7-b629-0b98f132afb0,اللوائح المتعلقة بالتخلص من المواد الخام في البحر,released,knowledge,occupation-specific,,"اللوائح البيئية لتصريف المواد الخام في البحر، بما في ذلك استخدام التطهير الكيميائي وإزالة الكلور لإنتاج نفايات سائلة نظيفة وآمنة مناسبة للتصريف في البحر.
	",http://data.europa.eu/esco/isced-f/0712,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c7707b3-cd9b-405a-b2e5-9df24172d4f9,مراقبة سطح الأرض,released,skill/competence,occupation-specific,,مراقبة سطح الأرض خلال أحداث خاصة لضمان حماية النظام، والإبلاغ عن حالة الأرض، وفقدان المياه والنباتات نتيجة لحدوث خلل في النّظام.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,مراقبة الظروف البيئية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ca08a35-2d2e-46f5-b440-8fc8ce736287,استخدام الزراعة الدقيقة,released,skill/competence,sector-specific,,استخدام التقنيات والمعدات الحديثة ذات أنظمة تحديد المواقع عالية الدقة، أو الخرائط الجغرافية و/أو أنظمة التوجيه الآلية للأنشطة الزراعية.,http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,تشغيل المعدات الزراعية أو معدات الغابات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ddd7e74-d187-48a1-9009-ff06b268f6cc,إدارة نفايات الصخور,released,skill/competence,occupation-specific,,إدارة مواد النفايات التي تم جمعها خلال عمليات التطوير.,http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,التخلص من النفايات غير الخطرة أو الحطام | إدارة النفايات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df12fb1-7f41-4068-8d05-007e8fec8f33,الحفاظ على الغابات,released,skill/competence,sector-specific,,السعي للحفاظ على واستعادة هياكل الغابات والتنوّع الحيوي والوظائف البيئية.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,الالتزام بقوانين ومعايير حماية البيئة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733,التواصل بشأن الأثر البيئي للتعدين,released,skill/competence,sector-specific,,إعداد المحادثات، والمُحاضرات والمُشاورات مع أصحاب المصلحة وجلسات الاستماع العامّة بشأن القضايا البيئية المتعلقة بالتعدين.,http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,تقديم المشورة بشأن القضايا البيئية | تقييم الأثر البيئي
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e01e994-0e09-4fbb-a76b-7f615678cc7d,إجراء صيانة لمصنع الغاز الحيوي,released,skill/competence,occupation-specific,,إجراء الصيانة والإصلاحات الروتينية على المعدات التي تعالج محاصيل الطّاقة، ونفايات المزارع، وتسمى عملية الهضم اللاهوائي. التأكد من عمل المعدّات بطريقة صحيحة خلال عمليّة تحويل الكتلة الحيوية إلى غاز حيوي يُستخدم لتوليد الحرارة والكهرباء.,http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,تركيب الأجزاء الخشبية والمعدنية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f585def-6ade-41b3-b897-3d71fba4151d,الطاقة البديلة,released,knowledge,cross-sector,,"مصادر الطاقة التي لا تنشأ من الوقود الأحفوري ويصدر عنها القليل من انبعاثات غازات الدفيئة.
	",http://data.europa.eu/esco/skill/1e38f5be-bb7d-42c5-8301-c16cf400f8ee | http://data.europa.eu/esco/isced-f/0713,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f98653a-4aee-4619-91c7-0cdc2f8e225a,إدارة خططًا للاستفادة من المنتجات العضوية المشتقة,released,skill/competence,occupation-specific,,تنفيذ خطط للاستفادة من المنتجات العضوية المشتقة. التأكد من أن خطط الاستفادة من المنتجات العضوية المشتقة تتماشى مع التشريعات ذات الصلة ومدوّنات الممارسات وسياسات زراعة المحاصيل. التأكد من وجود أنظمة لحماية البشر والحيوانات من خطر العمل بالمنتجات العضوية المشتقة مثل غازات الملاط. مراقبة استخدام المنتجات العضوية المشتقة وأخذ التدابير المُناسبة عند تحديد مشكلات.,http://data.europa.eu/esco/skill/a6c3bda0-c759-495e-b2c5-062b3abe2097,تنفيذ الإجراءات أو العمليات الجديدة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/901297b8-9f66-431b-a6ab-bc2235acf056,تفكيك الأجهزة المكسورة,released,skill/competence,occupation-specific,,جمع أو استقبال المنتجات التي لم تعد تعمل ولا يُمكن إصلاحها من الأسر المعيشية، أو المنظمات، أو منشآت التّجميع بحيث يمكن فرزها للتخلّص منها أو إعادة تدويرها.,http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,فرز المواد أو المنتجات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/90d04cf8-dcc1-45cf-93e1-a2eba80aed6f,هندسة السيارات الهجينة,released,knowledge,sector-specific,,"تعريفات وتصنيفات وهندسة السيارات الهجينة بما في ذلك اعتبارات الأداء. فوائد وعيوب حلول تقسيم القدرة والتسلسل والموازاة.
	",http://data.europa.eu/esco/isced-f/0714,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9263f0d8-7266-4782-b0ee-38f62656e97e,دعم التصميم الداخلي المستدام,released,skill/competence,cross-sector,,تطوير تصميم داخلي صديق للبيئة ودعم استخدام مواد فعالة من حيث التكلفة ومتجددة.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,تبني سبل تخفيف وطأة الاستهلاك السلبية | تعزيز الاستدامة | تصميم الهياكل أو المرافق
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/92e4064a-a93c-4e22-a63b-8da91757b90c,الكشف عن المعوقات,released,skill/competence,cross-sector,,تحديد المعوقات فى سلسلة الإمدادات.,http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,مراقبة الأنشطة التشغيلية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9349f502-9c11-476c-957d-2e016790a2ee,تنسيق إجراءات إدارة المخلفات,released,skill/competence,sector-specific,,تنسيق عمليات المنشأة أو المؤسسة التي تتعامل مع إدارة النفايات، مثل جمع النفايات وتصنيفها وإعادة تدويرها والتخلص منها، من أجل ضمان الكفاءة المثلى للعمليات وتحسين أساليب تقليل النفايات وضمان الامتثال للقانون.,http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94 | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,تولي قيادة الآخرين | توجيه الأنشطة التنفيذية | إدارة النفايات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/942edf03-a450-4261-b65c-9b447fdddc51,ضبط المولدات,released,skill/competence,cross-sector,,تركيب المولدات وتشغيلها باعتبارها مزودات للطاقة وفقًا للوائح والمواصفات.,http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,تركيب وإصلاح المعدات الكهربائية والإلكترونية والدقيقة
